route_id,service_id,trip_id,trip_headsign,shape_id,block_id
702,1746,2204420:568593:568935,B - Express - Downtown,1862,568935
702,1744,2193223:568594:568890,Express - King's Crossing via Downtown,1863,568890
702,1755,2182091:568595:568902,Express - King's Crossing via Downtown,1863,568902
702,1746,2204409:568598:568997,B - Express - Downtown,1862,568997
702,1746,2204426:568599:568938,B - Express - Downtown,1862,568938
702,1746,2204424:568600:568935,B - Express - Downtown,1862,568935
702,1744,2193205:568602:568885,Express - King's Crossing via Downtown,1863,568885
11,1753,2181437:568603:568916,Train Station,1864,568916
702,1745,2184016:568604:568950,Express - King's Crossing via Downtown,1863,568950
702,1753,2204797:568605:568916,Express - King's Crossing via Downtown,1863,568916
702,1758,2204797:568605:569197,Express - King's Crossing via Downtown,1863,569197
702,1745,2184066:568606:568988,Express - King's Crossing via Downtown,1863,568988
702,1755,2182104:568607:568913,B - Express - Downtown,1862,568913
702,1744,2194005:568608:568989,B - Express - Downtown,1862,568989
702,1755,2182067:568609:568914,Express - King's Crossing via Downtown,1863,568914
702,1745,2184128:568611:568907,B - Express - Downtown,1862,568907
702,1745,2184019:568612:568953,Express - King's Crossing via Downtown,1863,568953
702,1744,2193221:568613:568920,Express - King's Crossing via Downtown,1863,568920
702,1755,2182076:568614:568929,Express - King's Crossing via Downtown,1863,568929
702,1745,2183994:568615:568977,Express - King's Crossing via Downtown,1863,568977
702,1744,2194009:568617:569000,B - Express - Downtown,1862,569000
702,1755,2182062:568618:568973,Express - King's Crossing via Downtown,1863,568973
702,1744,2194014:568619:568989,B - Express - Downtown,1862,568989
702,1744,2194003:568620:568989,B - Express - Downtown,1862,568989
702,1746,2204301:568623:568912,Express - King's Crossing via Downtown,1863,568912
702,1744,2193200:568624:568903,Express - King's Crossing via Downtown,1863,568903
702,1746,2204322:568625:569002,Express - King's Crossing via Downtown,1863,569002
702,1746,2204271:568626:568905,Express - King's Crossing via Downtown,1863,568905
702,1746,2204430:568627:568991,B - Express - Downtown,1862,568991
702,1755,2182124:568628:568948,B - Express - Downtown,1862,568948
702,1745,2184063:568629:568988,Express - King's Crossing via Downtown,1863,568988
702,1745,2184040:568630:568980,Express - King's Crossing via Downtown,1863,568980
702,1744,2194011:568632:569000,B - Express - Downtown,1862,569000
702,1744,2194017:568633:568989,B - Express - Downtown,1862,568989
702,1746,2204423:568634:568935,B - Express - Downtown,1862,568935
11,1753,2181446:568635:568992,Train Station,1864,568992
702,1746,2204415:568636:568997,B - Express - Downtown,1862,568997
702,1745,2184109:568637:568978,B - Express - Downtown,1862,568978
702,1755,2182077:568638:568900,Express - King's Crossing via Downtown,1863,568900
702,1755,2182060:568639:568913,Express - King's Crossing via Downtown,1863,568913
702,1746,2204428:568640:568991,B - Express - Downtown,1862,568991
702,1746,2204396:568641:568926,Express - King's Crossing via Downtown,1863,568926
702,1755,2182068:568642:568990,Express - King's Crossing via Downtown,1863,568990
702,1745,2184067:568644:568988,Express - King's Crossing via Downtown,1863,568988
702,1745,2184127:568645:568995,B - Express - Downtown,1862,568995
702,1744,2193998:568646:569000,B - Express - Downtown,1862,569000
702,1759,2193212:568647:569212,Express - King's Crossing via Downtown,1863,569212
702,1753,2182087:568649:568898,Express - King's Crossing via Downtown,1863,568898
702,1758,2182087:568649:569209,Express - King's Crossing via Downtown,1863,569209
702,1755,2182096:568650:568943,B - Express - Downtown,1861,568943
702,1744,2193231:568651:568985,Express - King's Crossing via Downtown,1863,568985
702,1745,2184124:568653:568967,B - Express - Downtown,1862,568967
11,1753,2181430:568654:568906,Train Station,1864,568906
702,1745,2184108:568655:568961,B - Express - Downtown,1862,568961
702,1744,2193236:568656:568885,Express - King's Crossing via Downtown,1863,568885
702,1746,2204277:568657:568905,Express - King's Crossing via Downtown,1863,568905
702,1745,2184000:568658:568915,Express - King's Crossing via Downtown,1863,568915
702,1744,2193202:568659:568984,Express - King's Crossing via Downtown,1863,568984
702,1746,2204327:568661:569002,Express - King's Crossing via Downtown,1863,569002
702,1745,2184039:568662:568980,Express - King's Crossing via Downtown,1863,568980
702,1746,2204366:568663:568979,Express - King's Crossing via Downtown,1863,568979
702,1744,2193237:568664:568911,Express - King's Crossing via Downtown,1863,568911
702,1746,2204410:568665:568997,B - Express - Downtown,1862,568997
702,1744,2193991:568666:568886,B - Express - Downtown,1862,568886
702,1746,2204304:568667:568912,Express - King's Crossing via Downtown,1863,568912
702,1746,2204321:568669:568955,Express - King's Crossing via Downtown,1863,568955
702,1759,2193198:568670:569195,Express - King's Crossing via Downtown,1863,569195
11,1753,2181434:568671:568945,Train Station,1864,568945
702,1755,2182108:568672:568951,B - Express - Downtown,1862,568951
702,1755,2182107:568674:568913,B - Express - Downtown,1862,568913
702,1745,2184001:568675:568953,Express - King's Crossing via Downtown,1863,568953
11,1753,2181440:568676:568891,Train Station,1864,568891
702,1755,2182259:568677:568974,Express - King's Crossing via Downtown,1863,568974
702,1745,2184025:568678:568972,Express - King's Crossing via Downtown,1863,568972
702,1755,2182115:568679:568895,B - Express - Downtown,1862,568895
702,1745,2184135:568680:568936,B - Express - Downtown,1862,568936
702,1755,2199740:568681:568974,Express - King's Crossing via Downtown,1863,568974
702,1746,2204505:568682:568905,Express - King's Crossing via Downtown,1863,568905
702,1746,2204418:568684:568935,B - Express - Downtown,1862,568935
11,1753,2181433:568685:568960,Train Station,1864,568960
702,1746,2204413:568686:568935,B - Express - Downtown,1862,568935
702,1745,2184018:568687:568967,Express - King's Crossing via Downtown,1863,568967
702,1744,2193214:568688:568947,Express - King's Crossing via Downtown,1863,568947
702,1745,2184020:568689:568972,Express - King's Crossing via Downtown,1863,568972
702,1759,2193210:568690:569206,Express - King's Crossing via Downtown,1863,569206
702,1746,2204274:568691:568905,Express - King's Crossing via Downtown,1863,568905
702,1755,2182099:568693:568951,B - Express - Downtown,1862,568951
702,1745,2183946:568694:568964,Express - King's Crossing via Downtown,1863,568964
702,1745,2184133:568695:568936,B - Express - Downtown,1862,568936
702,1753,2204799:568696:568923,Express - King's Crossing via Downtown,1863,568923
702,1758,2204799:568696:569185,Express - King's Crossing via Downtown,1863,569185
702,1746,2204343:568697:568996,Express - King's Crossing via Downtown,1863,568996
702,1744,2194006:568699:568989,B - Express - Downtown,1862,568989
702,1744,2194010:568700:568886,B - Express - Downtown,1862,568886
702,1755,2182088:568701:568902,Express - King's Crossing via Downtown,1863,568902
702,1755,2199842:568702:568897,Express - King's Crossing via Downtown,1863,568897
702,1746,2204421:568703:568938,B - Express - Downtown,1862,568938
702,1746,2204296:568704:568912,Express - King's Crossing via Downtown,1863,568912
702,1745,2184117:568705:568978,B - Express - Downtown,1862,568978
702,1753,2182100:568707:568957,B - Express - Downtown,1862,568957
702,1758,2182100:568707:569191,B - Express - Downtown,1862,569191
702,1746,2204328:568708:568946,Express - King's Crossing via Downtown,1863,568946
702,1744,2194016:568709:568886,B - Express - Downtown,1862,568886
702,1746,2204365:568710:568979,Express - King's Crossing via Downtown,1863,568979
702,1755,2182083:568711:569001,Express - King's Crossing via Downtown,1863,569001
702,1746,2204427:568712:568991,B - Express - Downtown,1862,568991
702,1745,2184125:568713:568995,B - Express - Downtown,1862,568995
702,1755,2182070:568714:568956,Express - King's Crossing via Downtown,1863,568956
702,1745,2184116:568716:568978,B - Express - Downtown,1862,568978
702,1745,2184123:568717:568907,B - Express - Downtown,1862,568907
702,1755,2182119:568718:568941,B - Express - Downtown,1862,568941
702,1745,2184110:568719:568978,B - Express - Downtown,1862,568978
702,1745,2184017:568720:568975,Express - King's Crossing via Downtown,1863,568975
702,1746,2204281:568723:568934,Express - King's Crossing via Downtown,1863,568934
702,1744,2194019:568725:568947,B - Express - Downtown,1861,568947
702,1746,2204320:568726:568942,Express - King's Crossing via Downtown,1863,568942
702,1744,2193997:568727:569000,B - Express - Downtown,1862,569000
702,1746,2204293:568728:568969,Express - King's Crossing via Downtown,1863,568969
702,1745,2184070:568729:568959,Express - King's Crossing via Downtown,1863,568959
702,1744,2193199:568730:568952,Express - King's Crossing via Downtown,1863,568952
702,1745,2183939:568731:568964,Express - King's Crossing via Downtown,1863,568964
702,1755,2182074:568732:568956,Express - King's Crossing via Downtown,1863,568956
702,1746,2204367:568733:568979,Express - King's Crossing via Downtown,1863,568979
702,1759,2193234:568734:569189,Express - King's Crossing via Downtown,1863,569189
702,1745,2195201:568735:568988,B - Express - Downtown,1861,568988
702,1746,2204416:568736:568997,B - Express - Downtown,1862,568997
702,1744,2193222:568737:568919,Express - King's Crossing via Downtown,1863,568919
702,1745,2184038:568738:568980,Express - King's Crossing via Downtown,1863,568980
702,1755,2182106:568739:568910,B - Express - Downtown,1862,568910
702,1745,2183953:568740:568998,Express - King's Crossing via Downtown,1863,568998
702,1753,2182103:568741:568957,B - Express - Downtown,1862,568957
702,1758,2182103:568741:569191,B - Express - Downtown,1862,569191
702,1746,2204393:568743:568921,Express - King's Crossing via Downtown,1863,568921
702,1746,2204371:568745:568921,Express - King's Crossing via Downtown,1863,568921
702,1755,2182089:568746:568892,Express - King's Crossing via Downtown,1863,568892
702,1744,2193197:568747:568985,Express - King's Crossing via Downtown,1863,568985
702,1753,2182101:568748:568916,B - Express - Downtown,1862,568916
702,1758,2182101:568748:569197,B - Express - Downtown,1862,569197
702,1745,2184122:568749:568995,B - Express - Downtown,1862,568995
702,1755,2182122:568750:569001,B - Express - Downtown,1862,569001
702,1755,2182078:568751:568925,Express - King's Crossing via Downtown,1863,568925
702,1745,2184021:568752:568950,Express - King's Crossing via Downtown,1863,568950
702,1744,2193220:568753:568903,Express - King's Crossing via Downtown,1863,568903
702,1746,2204407:568755:568944,B - Express - Downtown,1862,568944
702,1745,2183949:568757:568964,Express - King's Crossing via Downtown,1863,568964
702,1753,2182079:568758:568992,Express - King's Crossing via Downtown,1863,568992
702,1758,2182079:568758:569211,Express - King's Crossing via Downtown,1863,569211
702,1746,2204429:568759:568991,B - Express - Downtown,1862,568991
702,1744,2195104:568760:568911,Express - King's Crossing via Downtown,1863,568911
702,1755,2182120:568761:568902,B - Express - Downtown,1862,568902
11,1753,2181444:568763:568933,Train Station,1864,568933
702,1745,2183993:568764:568972,Express - King's Crossing via Downtown,1863,568972
702,1755,2182094:568765:568902,Express - King's Crossing via Downtown,1863,568902
702,1744,2193219:568767:568952,Express - King's Crossing via Downtown,1863,568952
702,1755,2182110:568768:568913,B - Express - Downtown,1862,568913
702,1759,2193233:568770:569177,Express - King's Crossing via Downtown,1863,569177
702,1744,2193238:568771:568947,Express - King's Crossing via Downtown,1863,568947
702,1753,2182084:568772:568898,Express - King's Crossing via Downtown,1863,568898
702,1758,2182084:568772:569209,Express - King's Crossing via Downtown,1863,569209
702,1759,2193208:568773:569195,Express - King's Crossing via Downtown,1863,569195
702,1755,2182069:568774:568914,Express - King's Crossing via Downtown,1863,568914
702,1745,2184121:568775:568995,B - Express - Downtown,1862,568995
702,1746,2204433:568776:568991,B - Express - Downtown,1862,568991
702,1744,2193995:568777:568886,B - Express - Downtown,1862,568886
702,1755,2182065:568778:568990,Express - King's Crossing via Downtown,1863,568990
702,1745,2183995:568779:568915,Express - King's Crossing via Downtown,1863,568915
702,1755,2182064:568780:568927,Express - King's Crossing via Downtown,1863,568927
702,1744,2193225:568781:568885,Express - King's Crossing via Downtown,1863,568885
702,1745,2184064:568783:568978,Express - King's Crossing via Downtown,1863,568978
702,1746,2204422:568784:568999,B - Express - Downtown,1862,568999
702,1755,2182102:568786:568951,B - Express - Downtown,1862,568951
702,1745,2184041:568787:568901,Express - King's Crossing via Downtown,1863,568901
702,1746,2204348:568789:568996,Express - King's Crossing via Downtown,1863,568996
11,1753,2181436:568790:568957,Train Station,1864,568957
11,1753,2181435:568791:568916,Train Station,1864,568916
702,1746,2204397:568792:568926,Express - King's Crossing via Downtown,1863,568926
702,1755,2182105:568793:568951,B - Express - Downtown,1862,568951
702,1755,2182109:568794:568910,B - Express - Downtown,1862,568910
702,1744,2193224:568795:568982,Express - King's Crossing via Downtown,1863,568982
11,1753,2181442:568796:568931,Train Station,1864,568931
702,1744,2193992:568797:568886,B - Express - Downtown,1862,568886
702,1745,2184126:568798:568995,B - Express - Downtown,1862,568995
702,1746,2204408:568799:568997,B - Express - Downtown,1862,568997
702,1744,2194008:568800:568989,B - Express - Downtown,1862,568989
702,1745,2184132:568801:568936,B - Express - Downtown,1862,568936
702,1753,2204798:568803:568958,Express - King's Crossing via Downtown,1863,568958
702,1758,2204798:568803:569204,Express - King's Crossing via Downtown,1863,569204
11,1753,2181450:568804:568958,Train Station,1864,568958
702,1744,2193215:568805:568885,Express - King's Crossing via Downtown,1863,568885
702,1744,2194012:568806:568886,B - Express - Downtown,1862,568886
702,1746,2204289:568807:568949,Express - King's Crossing via Downtown,1863,568949
11,1753,2181432:568808:568945,Train Station,1864,568945
702,1746,2204345:568809:568999,Express - King's Crossing via Downtown,1863,568999
702,1746,2204425:568810:568935,B - Express - Downtown,1862,568935
702,1744,2194004:568811:568989,B - Express - Downtown,1862,568989
702,1744,2193209:568812:568952,Express - King's Crossing via Downtown,1863,568952
11,1753,2181438:568813:568957,Train Station,1864,568957
702,1755,2182112:568814:568954,B - Express - Downtown,1862,568954
702,1755,2182071:568815:568990,Express - King's Crossing via Downtown,1863,568990
702,1753,2182063:568816:568960,Express - King's Crossing via Downtown,1863,568960
702,1758,2182063:568816:569214,Express - King's Crossing via Downtown,1863,569214
702,1745,2183976:568817:568940,Express - King's Crossing via Downtown,1863,568940
702,1746,2204347:568818:568942,Express - King's Crossing via Downtown,1863,568942
702,1746,2204267:568820:568905,Express - King's Crossing via Downtown,1863,568905
702,1746,2204285:568821:568912,Express - King's Crossing via Downtown,1863,568912
702,1746,2204390:568822:568921,Express - King's Crossing via Downtown,1863,568921
702,1759,2193211:568823:569205,Express - King's Crossing via Downtown,1863,569205
11,1753,2181431:568825:569003,Train Station,1864,569003
702,1744,2193993:568826:568886,B - Express - Downtown,1862,568886
