route_id,service_id,trip_id,trip_headsign,shape_id,block_id
501,1755,2199294:563195:568913,Express - Downtown via Princess St,1117,568913
19,1744,2193534:563196:568885,Woodhaven,826,568885
2,1746,2203672:563198:568453,Division Street,1784,568453
701,1745,2183718:563199:568995,Express - Cataraqui Centre via Brock/Bath,1377,568995
2,1755,2181340:563200:568419,Division Street,1784,568419
501,1746,2203504:563201:568562,Express - Cataraqui Centre via Front/Bayridge,1506,568562
10,1746,2204087:563203:568409,Amherstview,1362,568409
31,1744,2192982:563204:568290,B - Kingston Centre,1790,568290
7B,1745,2183646:563205:568506,Bus Terminal,1384,568506
6,1746,2203943:563206:568446,Cataraqui Centre,1721,568446
N1,1745,2194877:563208:568394,Princess / Midland,1829,568394
801,1744,2193255:563209:568886,Express - Cataraqui Centre via Brock/Bath,1468,568886
31,1746,2203682:563210:568341,Providence Care Hospital,1763,568341
2,1755,2203266:563211:568956,B - Bus Terminal,1839,568956
701,1744,2193984:563212:568886,Express - Cataraqui Centre via Brock/Bath,1377,568886
502,1745,2183070:563213:568335,Express - Downtown via Bayridge/Front,1516,568335
12,1755,2182308:563214:568390,B - Downtown,1783,568390
502,1746,2203814:563215:568955,Express - Downtown via Bayridge/Front,1516,568955
502,1744,2192840:563216:568395,Express - Downtown via Bayridge/Front,1516,568395
602,1744,2193899:563218:568458,Express - Innovation / Highway 15 via CFB,1576,568458
16,1746,2203967:563219:568926,First Canada,1849,568926
502,1744,2192944:563220:568395,Express - Downtown via Bayridge/Front,1516,568395
702,1746,2204268:563221:568905,Express - King's Crossing via Division,1584,568905
2,1744,2194604:563222:568417,B - Bus Terminal,1824,568417
501,1760,2183033:563223:569203,Express - Cataraqui Centre via Front/Bayridge,1506,569203
4,1759,2193531:563224:569212,Cataraqui Centre via Princess St,1499,569212
19,1746,2203996:563225:568949,Cataraqui Centre,1300,568949
501,1759,2194537:563226:569187,Express - Cataraqui Centre via Front/Bayridge,1506,569187
502,1746,2204004:563227:568250,Express - Cataraqui Centre via Princess,1503,568250
32,1746,2203696:563228:568239,St. Lawrence College,1773,568239
6,1744,2193376:563229:568521,Cataraqui Centre,1781,568521
4,1753,2199423:563230:568923,Downtown via Princess St,1169,568923
4,1758,2199423:563230:569185,Downtown via Princess St,1169,569185
501,1745,2183414:563231:568972,Express - Cataraqui Centre via Front/Bayridge,1506,568972
1,1744,2193325:563232:568477,St. Lawrence College,1769,568477
601,1755,2182352:563233:568504,A - Express - Queen's/KGH via Highway 15,1835,568504
4,1745,2183358:563234:568564,Cataraqui Centre via Princess St,1499,568564
11,1753,2181515:563235:568958,Cataraqui Centre,1854,568958
11,1758,2181515:563235:569204,Cataraqui Centre,1854,569204
22,1755,2192697:563236:568572,First Canada via MacCauley,1443,568572
19,1746,2203823:563237:568926,Cataraqui Centre,1300,568926
4,1744,2193525:563238:568395,Downtown via Princess St,1169,568395
4,1744,2193524:563239:568464,Cataraqui Centre via Princess St,1502,568464
701,1745,2184059:563241:568988,Express - Cataraqui Centre via Downtown,1610,568988
6,1744,2193423:563242:568402,Cataraqui Centre,1797,568402
14,1755,2181760:563243:568400,Cataraqui North,1390,568400
701,1759,2193194:563244:569177,Express - Cataraqui Centre via Downtown,1610,569177
601,1746,2204215:563245:568276,Express - Queen's/KGH via CFB Kingston,1832,568276
502,1744,2192952:563247:568521,Express - Cataraqui Centre via Princess,1501,568521
31,1744,2193024:563252:568477,Providence Care Hospital,1737,568477
16,1746,2203979:563253:569194,St. Lawrence College,1853,569194
501,1746,2203523:563254:569174,Express - Downtown via Princess St,1117,569174
N1,1745,2194883:563256:568932,Cataraqui Centre,1817,568932
602,1746,2204223:563258:568276,Express - Innovation / Highway 15 via CFB,1576,568276
7,1755,2181880:563259:568424,Cataraqui Centre,1418,568424
701,1755,2182053:563260:568897,Express - Cataraqui Centre via Brock/Bath,1377,568897
31,1746,2203683:563261:568486,Providence Care Hospital,1763,568486
31,1746,2203673:563262:568341,Providence Care Hospital,1763,568341
701,1746,2204387:563263:568979,Express - Cataraqui Centre via Brock/Bath,1377,568979
32,1744,2192998:563264:568383,St. Lawrence College,1773,568383
7,1744,2193687:563265:568436,Cataraqui Centre,1418,568436
1,1755,2181393:563266:568259,Montreal Street,1778,568259
702,1746,2204355:563267:568921,Express - King's Crossing via Division,1584,568921
501,1745,2182997:563269:568961,Express - Cataraqui Centre via Front/Bayridge,1506,568961
7,1746,2204449:563270:568996,Cataraqui Centre,1569,568996
502,1755,2199515:563271:568956,Express - Cataraqui Centre via Princess,1501,568956
4,1755,2199405:563272:568447,Downtown via Princess St,1169,568447
7,1744,2194935:563273:568528,Cataraqui Centre,1394,568528
14,1755,2181767:563274:568571,Cataraqui North,1390,568571
2,1745,2183146:563275:568394,Train Station,1820,568394
702,1745,2184024:563278:568972,Express - King's Crossing via Division,1584,568972
6,1753,2181479:563279:568923,Cataraqui Centre,1781,568923
6,1758,2181479:563279:569185,Cataraqui Centre,1781,569185
15,1755,2181588:563280:568490,Centre 70 Park & Ride,1841,568490
6,1744,2193354:563281:568435,Saint Lawrence College,1761,568435
2,1755,2181341:563282:568414,Division Street,1784,568414
31,1755,2181255:563283:568524,B - Kingston Centre,1790,568524
19,1744,2193504:563284:568919,Cataraqui Centre,1300,568919
601,1744,2193891:563285:568458,Express - Queen's/KGH via CFB Kingston,1832,568458
13,1755,2181742:563286:568894,Cataraqui North,1441,568894
801,1753,2199620:563287:568898,Express - Cataraqui Centre via Brock/Bath,1468,568898
502,1755,2199483:563288:568365,Express - Downtown via Bayridge/Front,1516,568365
2,1744,2193078:563289:568417,Train Station,1820,568417
32,1746,2203704:563291:568486,St. Lawrence College,1773,568486
502,1744,2192871:563292:568240,Express - Downtown via Bayridge/Front,1516,568240
13,1745,2194854:563293:568382,Cataraqui North,1441,568382
701,1759,2193193:563294:569195,Express - Cataraqui Centre via Downtown,1610,569195
32,1744,2192994:563295:568383,St. Lawrence College,1773,568383
4,1753,2199417:563296:568923,Downtown via Princess St,1169,568923
4,1758,2199417:563296:569185,Downtown via Princess St,1169,569185
19,1759,2193472:563297:569198,Cataraqui Centre,1300,569198
12,1755,2182309:563298:568432,CFB Kingston,1791,568432
501,1753,2199372:563299:568923,Express - Cataraqui Centre via Front/Bayridge,1506,568923
501,1758,2199372:563299:569185,Express - Cataraqui Centre via Front/Bayridge,1506,569185
4,1755,2199408:563301:568261,Downtown via Princess St,1169,568261
502,1744,2192941:563302:568295,Express - Downtown via Bayridge/Front,1516,568295
502,1744,2194565:563304:568402,Express - Downtown via Bayridge/Front,1516,568402
13,1745,2194856:563305:568309,Cataraqui North,1441,568309
701,1744,2193973:563306:568886,Express - Cataraqui Centre via Brock/Bath,1377,568886
15,1753,2181607:563307:568355,Centre 70 Park & Ride,1841,568355
15,1758,2181607:563307:569192,Centre 70 Park & Ride,1841,569192
16,1755,2192750:563308:568571,St. Lawrence College,1853,568571
13,1755,2181747:563309:568457,Cataraqui North,1441,568457
501,1746,2203492:563310:568944,Express - Cataraqui Centre via Front/Bayridge,1506,568944
15,1745,2183437:563311:568443,Cataraqui Centre,1842,568443
2,1746,2204435:563312:568248,B - Bus Terminal,1570,568248
702,1755,2182240:563313:568902,Express - King's Crossing via Division,1584,568902
6,1755,2181471:563314:568571,Cataraqui Centre,1781,568571
2,1744,2193084:563315:568417,Division Street,1784,568417
701,1746,2204374:563316:568921,Express - Cataraqui Centre via Brock/Bath,1377,568921
601,1755,2182347:563317:568350,A - Express - Queen's/KGH via Highway 15,1835,568350
14,1760,2183592:563319:569203,Cataraqui North,1390,569203
19,1744,2193649:563320:568485,Woodhaven,826,568485
6,1745,2183446:563321:568961,Cataraqui Centre,1721,568961
602,1744,2193947:563322:568489,Express - Innovation / Highway 15 via CFB,1576,568489
7,1746,2204033:563323:568249,Grant Timmins/Dalton via John Counter Blvd,1385,568249
502,1745,2183349:563324:568940,Express - Downtown via Bayridge/Front,1516,568940
32,1755,2181072:563326:568374,St. Lawrence College,1773,568374
10,1755,2181688:563327:568487,Amherstview,1362,568487
501,1755,2199314:563328:568941,Express - Downtown via Princess St,1117,568941
32,1755,2181054:563329:568374,St. Lawrence College,1773,568374
1,1745,2183236:563330:568496,Montreal Street,1778,568496
602,1746,2204236:563331:568322,Express - Innovation / Highway 15 via CFB,1576,568322
19,1745,2183380:563332:568309,Cataraqui Centre,1300,568309
1,1755,2181416:563333:568894,St. Lawrence College,1769,568894
1,1755,2181382:563334:568520,Montreal Street,1778,568520
22,1746,2203951:563335:568905,First Canada via MacCauley,1443,568905
702,1746,2204372:563336:568979,Express - King's Crossing via Division,1584,568979
2,1755,2181331:563337:568518,Division Street,1784,568518
501,1755,2199347:563338:568519,Express - Cataraqui Centre via Front/Bayridge,1506,568519
601,1755,2182343:563339:568504,A - Express - Queen's/KGH via Highway 15,1835,568504
7,1746,2204450:563340:568926,Cataraqui Centre,1569,568926
10,1745,2183705:563341:568385,Amherstview,1362,568385
1,1745,2183253:563342:568396,St. Lawrence College,1769,568396
15,1746,2203903:563343:568346,Centre 70 Park & Ride,1841,568346
501,1755,2199296:563344:568261,Express - Downtown via Princess St,1117,568261
14,1755,2181756:563345:568390,Cataraqui North,1390,568390
14,1759,2193753:563346:569184,Cataraqui North,1390,569184
702,1746,2204272:563347:568905,Express - King's Crossing via Division,1584,568905
6,1744,2193353:563348:568295,Saint Lawrence College,1761,568295
501,1744,2192911:563349:568435,Express - Cataraqui Centre via Front/Bayridge,1506,568435
31,1755,2181046:563350:568490,Providence Care Hospital,1763,568490
13,1744,2194581:563351:568436,Cataraqui North,1441,568436
502,1745,2183116:563352:568564,Express - Cataraqui Centre via Princess,1501,568564
702,1755,2182211:563353:568927,Express - King's Crossing via Division,1584,568927
31,1746,2203677:563354:568486,Providence Care Hospital,1763,568486
601,1744,2193904:563355:568458,Express - Queen's/KGH via CFB Kingston,1832,568458
4,1755,2199567:563356:568902,Cataraqui Centre via Princess St,1499,568902
701,1745,2184052:563357:568907,Express - Cataraqui Centre via Brock/Bath,1377,568907
602,1746,2204249:563358:568322,Express - Innovation / Highway 15 via CFB,1576,568322
502,1744,2194535:563360:568411,Express - Downtown via Bayridge/Front,1516,568411
502,1755,2199486:563361:568502,Express - Downtown via Bayridge/Front,1516,568502
502,1753,2199511:563362:568465,Express - Cataraqui Centre via Princess,1501,568465
502,1758,2199511:563362:569213,Express - Cataraqui Centre via Princess,1501,569213
16,1744,2193963:563364:568296,St. Lawrence College,1853,568296
702,1746,2204363:563365:568963,Express - King's Crossing via Division,1584,568963
501,1744,2192907:563366:568402,Express - Cataraqui Centre via Front/Bayridge,1506,568402
11,1759,2193418:563367:569195,Cataraqui Centre,1859,569195
90B,1754,2203463:563369:568407,Loyalist Link - Amherstview,1702,568407
2,1755,2181300:563371:568419,Train Station,1820,568419
502,1745,2183093:563373:568553,Express - Downtown via Bayridge/Front,1516,568553
4,1745,2183306:563374:568998,Cataraqui Centre via Princess St,1499,568998
701,1745,2184046:563375:568959,Express - Cataraqui Centre via Downtown,1610,568959
1,1744,2193277:563376:568477,St. Lawrence College,1769,568477
702,1755,2182212:563377:568973,Express - King's Crossing via Division,1584,568973
7,1755,2181856:563378:568502,Cataraqui Centre,1418,568502
701,1746,2204284:563379:568912,Express - Cataraqui Centre via Downtown,1610,568912
31,1755,2181085:563380:568447,Providence Care Hospital,1763,568447
601,1746,2204194:563381:568276,Express - Queen's/KGH via CFB Kingston,1832,568276
22,1744,2193641:563383:568296,First Canada via MacCauley,1443,568296
501,1746,2203858:563384:568389,Express - Cataraqui Centre via Front/Bayridge,1506,568389
802,1744,2193036:563385:569000,Express - Montreal Street Park & Ride,1312,569000
31,1745,2183207:563386:568396,Providence Care Hospital,1763,568396
7,1755,2181861:563387:569001,Grant Timmins/Dalton via John Counter Blvd,1385,569001
801,1745,2183725:563389:568907,Express - Cataraqui Centre via Brock/Bath,1468,568907
22,1744,2193628:563390:568552,First Canada via MacCauley,1443,568552
6,1755,2181491:563391:568424,Saint Lawrence College,1761,568424
12,1755,2182296:563392:568361,St. Lawrence College,1762,568361
7,1753,2181879:563393:568355,Cataraqui Centre,1418,568355
7,1758,2181879:563393:569192,Cataraqui Centre,1418,569192
15,1745,2183441:563394:568451,Centre 70 Park & Ride,1841,568451
1,1746,2203717:563395:568239,Montreal Street,1778,568239
19,1745,2183313:563396:568953,Cataraqui Centre,1300,568953
602,1745,2183891:563397:568348,Express - Innovation / Highway 15 via CFB,1576,568348
N1,1753,2199591:563398:568958,Bus Terminal,1834,568958
N1,1758,2199591:563398:569204,Bus Terminal,1834,569204
501,1746,2203536:563399:568562,Express - Cataraqui Centre via Front/Bayridge,1506,568562
31,1746,2203685:563400:568341,Providence Care Hospital,1763,568341
7,1746,2204064:563401:568537,Cataraqui Centre,1442,568537
1,1744,2193326:563402:568330,Montreal Street,1778,568330
15,1744,2193448:563403:568528,Centre 70 Park & Ride,1841,568528
701,1755,2182023:563404:568951,Express - Cataraqui Centre via Brock/Bath,1377,568951
14,1753,2181758:563405:568958,Cataraqui North,1390,568958
14,1758,2181758:563405:569204,Cataraqui North,1390,569204
602,1745,2183922:563406:568351,Express - Innovation / Highway 15 via CFB,1576,568351
501,1753,2199336:563407:568960,Express - Cataraqui Centre via Front/Bayridge,1506,568960
501,1758,2199336:563407:569214,Express - Cataraqui Centre via Front/Bayridge,1506,569214
11,1759,2193412:563409:569187,Cataraqui Centre,1859,569187
602,1755,2182319:563410:568490,Express - Innovation / Highway 15 via CFB,1566,568490
32,1755,2181075:563411:568422,St. Lawrence College,1773,568422
802,1746,2204116:563412:568935,Express - Montreal Street Park & Ride,1312,568935
6,1755,2181481:563413:568260,Cataraqui Centre,1781,568260
501,1755,2199365:563414:568261,Express - Cataraqui Centre via Front/Bayridge,1506,568261
4,1744,2193560:563415:568919,Cataraqui Centre via Princess St,1499,568919
22,1744,2193862:563416:568296,A - Innovation / Highway 15,1725,568296
502,1759,2194552:563417:569187,Express - Cataraqui Centre via Princess,1501,569187
7B,1745,2183616:563418:568356,Bus Terminal,1380,568356
22,1755,2192702:563420:568490,First Canada via MacCauley,1443,568490
22,1746,2203922:563421:568237,Innovation / Highway 15,1727,568237
6,1745,2183480:563423:568564,Cataraqui Centre,1721,568564
501,1744,2192876:563424:568528,Express - Downtown via Princess St,1117,568528
19,1746,2204003:563425:568446,Cataraqui Centre,880,568446
1,1746,2203715:563426:568341,Montreal Street,1778,568341
501,1755,2199302:563427:569001,Express - Downtown via Princess St,1117,569001
2,1746,2203643:563428:568454,Division Street,1784,568454
701,1744,2193985:563429:569000,Express - Cataraqui Centre via Brock/Bath,1377,569000
502,1744,2192950:563430:568411,Express - Cataraqui Centre via Princess,1501,568411
6,1746,2203914:563431:568446,Cataraqui Centre,1721,568446
4,1755,2199432:563432:568242,Cataraqui Centre via Princess St,1499,568242
2,1745,2183186:563433:568438,Train Station,1820,568438
14,1759,2193755:563434:569205,Cataraqui North,1390,569205
14,1755,2181755:563436:568490,Cataraqui North,1390,568490
1,1744,2193312:563437:568513,St. Lawrence College,1769,568513
702,1746,2204263:563438:568905,Express - King's Crossing via Division,1584,568905
501,1755,2199364:563439:568925,Express - Cataraqui Centre via Front/Bayridge,1506,568925
801,1746,2204120:563440:568935,Express - Cataraqui Centre via Brock/Bath,1468,568935
502,1755,2199512:563441:568956,Express - Cataraqui Centre via Princess,1501,568956
501,1755,2199318:563442:568954,Express - Downtown via Princess St,1117,568954
601,1755,2182284:563443:568572,B - Express - Downtown,1828,568572
501,1746,2203518:563444:569174,Express - Cataraqui Centre via Front/Bayridge,1506,569174
701,1744,2193106:563445:568885,Express - Cataraqui Centre via Downtown,1610,568885
501,1744,2192875:563446:568528,Express - Downtown via Princess St,1117,568528
601,1745,2183865:563447:568348,Express - Queen's/KGH via CFB Kingston,1832,568348
31,1755,2181250:563448:568374,B - Kingston Centre,1790,568374
4,1744,2193488:563449:568890,Cataraqui Centre via Princess St,1499,568890
501,1753,2199351:563450:568976,Express - Cataraqui Centre via Front/Bayridge,1506,568976
501,1758,2199351:563450:569183,Express - Cataraqui Centre via Front/Bayridge,1506,569183
15,1744,2193436:563451:568485,Cataraqui Centre,1858,568485
15,1744,2193439:563452:568528,Centre 70 Park & Ride,1841,568528
16,1745,2183511:563453:568964,First Canada,1849,568964
16,1755,2192738:563454:568261,St. Lawrence College,1853,568261
4,1755,2199414:563455:568429,Downtown via Princess St,1169,568429
22,1744,2193864:563456:568267,A - Innovation / Highway 15,1725,568267
16,1746,2203965:563457:569179,St. Lawrence College,1853,569179
701,1745,2184002:563458:568972,Express - Cataraqui Centre via Brock/Bath,1377,568972
10,1745,2183706:563459:568385,Amherstview,1362,568385
502,1755,2199517:563460:568370,Express - Cataraqui Centre via Princess,1501,568370
19,1745,2183352:563461:568959,Cataraqui Centre,1300,568959
2,1755,2199586:563462:568381,Train Station,1820,568381
4,1744,2193561:563463:568984,Cataraqui Centre via Princess St,1499,568984
602,1744,2193910:563464:568458,Express - Innovation / Highway 15 via CFB,1576,568458
601,1745,2183931:563465:568351,Express - Queen's/KGH via CFB Kingston,1832,568351
502,1755,2199489:563466:568260,Express - Downtown via Bayridge/Front,1516,568260
22,1744,2193858:563467:568267,A - First Canada,1438,568267
1,1744,2193284:563468:568290,St. Lawrence College,1769,568290
16,1744,2193589:563469:568552,St. Lawrence College,1853,568552
801,1746,2204186:563470:568938,Express - Cataraqui Centre via Brock/Bath,1468,568938
502,1745,2183416:563471:568980,Express - Downtown via Bayridge/Front,1516,568980
702,1755,2182208:563472:568990,Express - King's Crossing via Division,1584,568990
701,1746,2204152:563473:568997,Express - Cataraqui Centre via Brock/Bath,1377,568997
601,1745,2183893:563476:568348,Express - Queen's/KGH via CFB Kingston,1832,568348
6,1753,2181482:563477:568970,Saint Lawrence College,1761,568970
6,1758,2181482:563477:569196,Saint Lawrence College,1761,569196
2,1745,2183141:563478:568394,Train Station,1820,568394
502,1755,2199444:563479:568948,Express - Downtown via Bayridge/Front,1516,568948
701,1746,2204302:563480:568912,Express - Cataraqui Centre via Downtown,1610,568912
501,1755,2199341:563481:568913,Express - Cataraqui Centre via Front/Bayridge,1506,568913
702,1744,2193156:563482:568911,Express - King's Crossing via Division,1584,568911
701,1759,2193195:563483:569189,Express - Cataraqui Centre via Downtown,1610,569189
6,1744,2193361:563484:568521,Saint Lawrence College,1761,568521
10,1746,2204088:563485:568409,Amherstview,1362,568409
502,1745,2183096:563486:568326,Express - Downtown via Bayridge/Front,1516,568326
7,1745,2183622:563487:568443,Cataraqui Centre,1371,568443
31,1755,2181047:563488:568374,Providence Care Hospital,1763,568374
802,1744,2193039:563489:568989,Express - Montreal Street Park & Ride,1312,568989
701,1744,2193879:563490:568989,Express - Cataraqui Centre via Brock/Bath,1377,568989
19,1753,2181169:563491:568960,Woodhaven,826,568960
19,1758,2181169:563491:569214,Woodhaven,826,569214
502,1755,2199546:563492:568508,Express - Cataraqui Centre via Princess,1501,568508
702,1755,2182218:563493:568929,Express - King's Crossing via Division,1584,568929
15,1744,2193447:563494:568485,Centre 70 Park & Ride,1841,568485
702,1755,2182222:563495:568929,Express - King's Crossing via Division,1584,568929
N1,1760,2194868:563496:569180,Princess / Midland,1831,569180
701,1744,2193125:563497:568885,Express - Cataraqui Centre via Brock/Bath,1377,568885
502,1755,2199464:563498:568447,Express - Downtown via Bayridge/Front,1516,568447
701,1755,2182028:563500:568929,Express - Cataraqui Centre via Brock/Bath,1377,568929
12,1755,2182391:563501:568328,CFB Kingston,1791,568328
22,1745,2183458:563502:568980,Innovation / Highway 15,1727,568980
2,1744,2193100:563505:568471,Division Street,1784,568471
502,1745,2183111:563506:568306,Express - Cataraqui Centre via Princess,1501,568306
N1,1744,2194415:563508:568417,Princess / Midland,1829,568417
501,1755,2199431:563509:568895,Express - Cataraqui Centre via Front/Bayridge,1506,568895
10,1755,2181686:563510:568421,Amherstview,1362,568421
1,1755,2181376:563511:568390,St. Lawrence College,1772,568390
702,1753,2199837:563512:568992,Express - King's Crossing via Division,1584,568992
702,1758,2199837:563512:569211,Express - King's Crossing via Division,1584,569211
15,1755,2181623:563513:568424,Cataraqui Centre,1858,568424
701,1744,2193979:563514:568886,Express - Cataraqui Centre via Brock/Bath,1377,568886
16,1755,2192724:563515:568354,St. Lawrence College,1853,568354
4,1755,2199415:563517:568925,Downtown via Princess St,1169,568925
16,1755,2192644:563518:568261,First Canada,1852,568261
602,1745,2183905:563519:568351,Express - Innovation / Highway 15 via CFB,1576,568351
31,1745,2183212:563520:568496,Providence Care Hospital,1763,568496
22,1755,2192699:563521:568948,First Canada via MacCauley,1443,568948
6,1755,2181484:563522:568354,Cataraqui Centre,1781,568354
7,1744,2193740:563523:568528,Grant Timmins/Dalton via John Counter Blvd,1385,568528
601,1744,2193946:563525:568489,Express - Queen's/KGH via CFB Kingston,1832,568489
19,1745,2183325:563526:568975,Cataraqui Centre,1300,568975
31,1745,2183213:563527:568396,Providence Care Hospital,1763,568396
7,1746,2204043:563530:568249,Cataraqui Centre,1418,568249
15,1753,2181630:563531:568957,Cataraqui Centre,1858,568957
15,1758,2181630:563531:569191,Cataraqui Centre,1858,569191
32,1745,2183219:563532:568396,St. Lawrence College,1773,568396
15,1755,2181624:563534:568374,Cataraqui Centre,1858,568374
701,1759,2193147:563535:569212,Express - Cataraqui Centre via Brock/Bath,1377,569212
16,1755,2192718:563536:568283,St. Lawrence College,1853,568283
15,1744,2193450:563537:568485,Centre 70 Park & Ride,1841,568485
701,1744,2193116:563538:568984,Express - Cataraqui Centre via Downtown,1610,568984
2,1744,2193049:563539:568569,Train Station,1820,568569
2,1744,2193102:563540:568471,Division Street,1784,568471
19,1744,2193571:563541:568885,Cataraqui Centre,1300,568885
4,1755,2199436:563542:568943,Cataraqui Centre via Princess St,1499,568943
601,1744,2193915:563543:568458,Express - Queen's/KGH via CFB Kingston,1832,568458
601,1755,2181273:563544:568390,Express - Queen's/KGH via CFB Kingston,1832,568390
22,1744,2193633:563545:568267,First Canada via MacCauley,1443,568267
4,1745,2183312:563547:568953,Cataraqui Centre via Princess St,1499,568953
31,1744,2192969:563548:568477,Providence Care Hospital,1763,568477
11,1759,2193420:563549:569178,Cataraqui Centre,1859,569178
2,1745,2183153:563550:568280,Train Station,1820,568280
1,1744,2193305:563551:568497,Montreal Street,1778,568497
501,1760,2183037:563552:569210,Express - Cataraqui Centre via Front/Bayridge,1506,569210
22,1744,2193962:563553:568296,A - First Canada,1438,568296
701,1746,2204298:563555:568912,Express - Cataraqui Centre via Brock/Bath,1377,568912
6,1745,2183451:563556:568306,Cataraqui Centre,1721,568306
601,1745,2183914:563557:568351,Express - Queen's/KGH via CFB Kingston,1832,568351
501,1753,2199376:563558:568960,Express - Cataraqui Centre via Front/Bayridge,1506,568960
501,1758,2199376:563558:569214,Express - Cataraqui Centre via Front/Bayridge,1506,569214
501,1759,2194042:563559:569205,Express - Cataraqui Centre via Front/Bayridge,1506,569205
701,1755,2182015:563560:568913,Express - Cataraqui Centre via Brock/Bath,1377,568913
802,1744,2193037:563561:569000,Express - Montreal Street Park & Ride,1312,569000
32,1745,2183224:563562:568496,St. Lawrence College,1773,568496
7,1755,2181718:563564:568532,Grant Timmins/Dalton via John Counter Blvd,1385,568532
801,1745,2183770:563565:568936,Express - Cataraqui Centre via Brock/Bath,1468,568936
7,1744,2193683:563566:568485,Cataraqui Centre,1418,568485
701,1755,2182187:563567:568956,Express - Cataraqui Centre via Downtown,1610,568956
701,1753,2182002:563568:568960,Express - Cataraqui Centre via Brock/Bath,1377,568960
701,1758,2182002:563568:569214,Express - Cataraqui Centre via Brock/Bath,1377,569214
601,1745,2183911:563569:568351,Express - Queen's/KGH via CFB Kingston,1832,568351
11,1746,2203766:563570:569174,Cataraqui Centre,1859,569174
702,1745,2184032:563571:568988,Express - King's Crossing via Division,1584,568988
501,1746,2203481:563572:568944,Express - Cataraqui Centre via Front/Bayridge,1506,568944
11,1759,2193417:563574:569181,Cataraqui Centre,1859,569181
502,1755,2199443:563575:568956,Express - Downtown via Bayridge/Front,1516,568956
602,1744,2193927:563577:568489,Express - Innovation / Highway 15 via CFB,1576,568489
1,1744,2193272:563578:568330,St. Lawrence College,1769,568330
2,1744,2193080:563579:568417,Train Station,1820,568417
14,1760,2183557:563580:569186,Cataraqui North,1390,569186
4,1745,2184083:563582:568915,Downtown via Princess St,1170,568915
701,1745,2184023:563583:568972,Express - Cataraqui Centre via Downtown,1610,568972
2,1745,2183148:563584:568394,Division Street,1784,568394
701,1745,2183762:563585:568995,Express - Cataraqui Centre via Brock/Bath,1377,568995
501,1744,2192906:563586:568295,Express - Cataraqui Centre via Front/Bayridge,1506,568295
22,1746,2203946:563587:568237,First Canada via MacCauley,1443,568237
501,1744,2192917:563588:568240,Express - Cataraqui Centre via Front/Bayridge,1506,568240
11,1746,2204455:563589:569194,B - Kingston Centre,1635,569194
502,1746,2203563:563590:568942,Express - Cataraqui Centre via Princess,1501,568942
6B,1745,2183467:563591:568564,B - Gardiners Centre,1419,568564
16,1745,2183500:563593:568318,First Canada,1849,568318
502,1745,2183130:563594:568932,Express - Downtown via Bayridge/Front,1516,568932
701,1744,2193975:563595:569000,Express - Cataraqui Centre via Brock/Bath,1377,569000
22,1746,2203954:563596:569175,First Canada via MacCauley,1443,569175
802,1745,2183717:563597:568995,Express - Montreal Street Park & Ride,1312,568995
602,1755,2182376:563598:568495,A - Express - Innovation / Highway 15,1574,568495
502,1745,2183387:563599:568988,Express - Downtown via Bayridge/Front,1516,568988
22,1746,2204016:563600:569194,A - First Canada,1438,569194
601,1744,2193940:563601:568489,Express - Queen's/KGH via CFB Kingston,1832,568489
501,1745,2183016:563602:568443,Express - Downtown via Princess St,1117,568443
502,1745,2183071:563603:568556,Express - Downtown via Bayridge/Front,1516,568556
701,1744,2193244:563604:568886,Express - Cataraqui Centre via Brock/Bath,1377,568886
502,1745,2183112:563605:568377,Express - Downtown via Bayridge/Front,1516,568377
701,1745,2183733:563606:568978,Express - Cataraqui Centre via Brock/Bath,1377,568978
501,1744,2194538:563608:568240,Express - Cataraqui Centre via Front/Bayridge,1506,568240
22,1755,2192678:563609:568502,A - Innovation / Highway 15,1725,568502
502,1746,2203585:563610:568537,Express - Downtown via Bayridge/Front,1516,568537
2,1744,2193079:563611:568417,Train Station,1820,568417
502,1755,2199491:563612:568288,Express - Downtown via Bayridge/Front,1516,568288
701,1746,2204119:563614:568935,Express - Cataraqui Centre via Brock/Bath,1377,568935
802,1753,2182127:563615:568465,Express - Montreal Street Park & Ride,1312,568465
802,1758,2182127:563615:569213,Express - Montreal Street Park & Ride,1312,569213
19,1746,2203884:563616:569002,Cataraqui Centre,1300,569002
601,1744,2193934:563617:568489,Express - Queen's/KGH via CFB Kingston,1832,568489
10,1755,2181679:563618:568902,Cataraqui Centre,1396,568902
701,1755,2204802:563619:568895,B - Express - Downtown,1860,568895
2,1744,2193048:563620:568569,Train Station,1820,568569
32,1755,2181050:563621:568374,St. Lawrence College,1773,568374
16,1744,2193663:563622:568296,First Canada,1852,568296
701,1746,2204295:563623:568470,Express - Cataraqui Centre via Brock/Bath,1377,568470
6,1755,2181459:563624:568572,Cataraqui Centre,1781,568572
7,1755,2181722:563626:568948,Grant Timmins/Dalton via John Counter Blvd,1385,568948
501,1760,2183056:563627:569176,Express - Downtown via Princess St,1117,569176
6,1755,2181463:563628:568532,Cataraqui Centre,1781,568532
501,1753,2199328:563629:568994,Express - Downtown via Princess St,1117,568994
501,1758,2199328:563629:569201,Express - Downtown via Princess St,1117,569201
12,1755,2182303:563630:568948,B - Downtown,1783,568948
1,1755,2181358:563632:568400,St. Lawrence College,1769,568400
1,1744,2193295:563633:568383,St. Lawrence College,1769,568383
